effective_date,ticker,universe,source_pdf
2021-03-31,GRANULES.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,GRAPHITE.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,GRASIM.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,GSPL.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,GUJGASLTD.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,HAL.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,HAPPSTMNDS.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,HAVELLS.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HCLTECH.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HDFC.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HDFCAMC.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HDFCBANK.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HDFCLIFE.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HEG.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,HEIDELBERG.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,HEROMOTOCO.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HINDALCO.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HINDCOPPER.NS,NIFTY_SMALLCAP_100,NIFTY_Smallcap_100_Mar2021.pdf
2021-03-31,HINDPETRO.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HINDUNILVR.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,HINDZINC.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,IBULHSGFIN.NS,NIFTY_MIDCAP_100,NIFTY_Midcap_100_Mar2021.pdf
2021-03-31,ICICIBANK.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
2021-03-31,ICICIGI.NS,NIFTY_100,NIFTY_100_Mar2021.pdf
